order_item_id,order_id,product_id,quantity,unit_price,discount_pct
822,276,55,4,5245.76,0.1
823,277,23,2,4561.96,0.15
824,277,71,4,10320.51,0.1
825,277,77,3,5389.81,0.1
826,278,80,1,14416.0,0.0
827,278,13,1,2378.53,0.15
828,278,12,4,11169.67,0.0
829,279,80,5,14416.0,0.15
830,279,70,1,4690.27,0.05
831,279,13,4,2378.53,0.0
832,279,57,2,2460.95,0.1
833,280,49,3,10412.49,0.1
834,280,15,4,8435.07,0.1
835,280,26,1,11112.29,0.05
836,280,61,2,17645.56,0.15
837,280,16,3,83163.25,0.05
838,281,40,1,15862.71,0.1
839,281,54,1,7273.55,0.0
840,281,31,1,2127.01,0.0
841,282,67,3,48132.16,0.0
842,282,77,5,5389.81,0.1
843,282,41,2,15894.59,0.15
844,283,25,5,63155.9,0.1
845,283,79,2,20027.21,0.1
846,283,51,2,21729.72,0.1
847,283,7,3,6191.08,0.15
848,284,56,1,1713.49,0.0
849,284,30,5,2600.54,0.0
850,285,51,2,21729.72,0.0
851,285,34,1,12210.05,0.0
852,285,71,4,10320.51,0.0
853,285,21,5,2972.3,0.0
854,285,42,1,10500.79,0.15
855,286,11,4,38638.31,0.05
856,286,74,2,2937.83,0.0
857,286,49,2,10412.49,0.05
858,286,4,2,21493.75,0.15
859,286,17,2,3232.18,0.1
860,287,7,2,6191.08,0.0
861,287,36,5,1623.44,0.0
862,287,11,1,38638.31,0.1
863,288,16,2,83163.25,0.0
864,288,14,1,7521.16,0.1
865,288,19,3,14064.73,0.0
866,288,37,4,28508.66,0.0
867,288,34,4,12210.05,0.0
868,289,10,4,45504.23,0.05
869,289,63,4,3932.48,0.0
870,289,27,2,9025.55,0.05
871,289,54,1,7273.55,0.0
872,290,78,4,6812.98,0.15
873,290,5,5,82882.71,0.15
874,290,16,1,83163.25,0.0
875,290,44,5,9251.21,0.05
876,290,45,1,7026.99,0.0
877,291,4,2,21493.75,0.0
878,291,69,3,5262.92,0.0
879,291,3,2,11718.36,0.0
880,291,67,3,48132.16,0.0
881,291,66,2,10173.79,0.0
882,292,35,4,97382.34,0.0
883,292,36,1,1623.44,0.05
884,293,38,4,6657.74,0.0
885,293,60,3,1661.3,0.0
886,293,64,2,2352.46,0.05
887,293,56,4,1713.49,0.0
888,293,66,5,10173.79,0.15
889,294,22,4,14987.28,0.1
890,294,27,4,9025.55,0.15
891,294,63,3,3932.48,0.05
892,295,14,5,7521.16,0.05
893,295,78,3,6812.98,0.0
894,295,50,4,10649.28,0.0
895,295,55,1,5245.76,0.15
896,295,26,3,11112.29,0.15
897,296,38,4,6657.74,0.0
898,296,78,1,6812.98,0.0
899,296,68,3,16395.12,0.1
900,296,46,2,26377.33,0.05
901,297,10,3,45504.23,0.05
902,297,28,2,26363.69,0.05
903,298,2,3,4441.59,0.0
904,299,28,3,26363.69,0.0
905,299,60,5,1661.3,0.0
906,299,73,4,9526.79,0.05
907,300,28,5,26363.69,0.0
908,300,68,5,16395.12,0.1
909,300,14,4,7521.16,0.05
910,300,72,3,34598.83,0.0
911,300,36,2,1623.44,0.0
912,301,64,1,2352.46,0.0
913,301,6,4,4331.85,0.0
914,301,36,5,1623.44,0.05
915,301,54,5,7273.55,0.1
916,302,74,3,2937.83,0.0
917,302,3,5,11718.36,0.0
918,303,37,5,28508.66,0.15
919,303,17,1,3232.18,0.05
920,303,52,1,3501.14,0.0
921,303,5,4,82882.71,0.0
922,304,39,4,47226.71,0.0
923,304,36,5,1623.44,0.05
924,304,41,4,15894.59,0.15
925,304,45,1,7026.99,0.1
926,305,59,3,6537.92,0.15
927,305,64,1,2352.46,0.0
928,305,16,2,83163.25,0.0
929,306,18,1,7134.98,0.05
930,307,29,3,14888.01,0.15
931,307,22,1,14987.28,0.0
932,307,12,3,11169.67,0.0
933,307,25,1,63155.9,0.0
934,308,10,5,45504.23,0.1
935,308,34,3,12210.05,0.0
936,308,43,2,118478.99,0.15
937,309,16,5,83163.25,0.1
938,309,17,4,3232.18,0.0
939,309,41,5,15894.59,0.15
940,309,19,2,14064.73,0.15
941,310,63,2,3932.48,0.0
942,310,36,3,1623.44,0.05
943,310,42,1,10500.79,0.05
944,310,62,5,4112.86,0.0
945,311,10,1,45504.23,0.0
946,311,64,1,2352.46,0.0
947,312,50,3,10649.28,0.0
948,312,25,5,63155.9,0.15
949,312,63,5,3932.48,0.05
950,312,14,3,7521.16,0.1
951,313,65,2,10926.0,0.0
952,313,14,3,7521.16,0.1
953,314,80,2,14416.0,0.0
954,314,66,3,10173.79,0.1
955,314,26,2,11112.29,0.05
956,314,52,5,3501.14,0.0
957,315,60,1,1661.3,0.0
958,315,14,1,7521.16,0.1
959,316,35,4,97382.34,0.15
960,316,4,4,21493.75,0.05
961,317,16,3,83163.25,0.1
962,317,71,2,10320.51,0.0
963,317,11,4,38638.31,0.15
964,318,66,3,10173.79,0.05
965,318,43,1,118478.99,0.0
966,318,7,4,6191.08,0.1
967,318,57,2,2460.95,0.05
968,319,52,5,3501.14,0.05
969,319,23,5,4561.96,0.15
970,320,67,2,48132.16,0.0
971,320,56,2,1713.49,0.0
972,320,14,1,7521.16,0.0
973,320,7,5,6191.08,0.05
974,321,9,1,24443.59,0.05
975,321,69,2,5262.92,0.15
976,322,51,4,21729.72,0.0
977,322,13,2,2378.53,0.0
978,322,29,3,14888.01,0.05
979,322,35,5,97382.34,0.05
980,323,13,2,2378.53,0.15
981,324,62,1,4112.86,0.0
982,324,40,2,15862.71,0.05
983,324,31,4,2127.01,0.0
984,324,22,1,14987.28,0.1
985,324,41,4,15894.59,0.05
986,325,23,3,4561.96,0.0
987,326,2,3,4441.59,0.1
988,326,77,5,5389.81,0.0
989,327,32,1,4184.77,0.15
990,327,61,3,17645.56,0.0
991,327,15,5,8435.07,0.15
992,327,6,2,4331.85,0.0
993,328,13,3,2378.53,0.05
994,329,63,4,3932.48,0.05
995,329,45,3,7026.99,0.1
996,329,70,1,4690.27,0.05
997,329,33,3,8606.33,0.05
998,330,77,1,5389.81,0.0
999,330,62,4,4112.86,0.0
1000,330,15,2,8435.07,0.05
1001,330,35,4,97382.34,0.0
1002,330,67,2,48132.16,0.15
1003,331,47,4,4179.71,0.0
1004,331,27,3,9025.55,0.15
1005,331,12,4,11169.67,0.15
1006,331,25,2,63155.9,0.05
1007,332,43,4,118478.99,0.05
1008,332,51,3,21729.72,0.0
1009,332,76,1,4154.57,0.15
1010,333,44,5,9251.21,0.05
1011,333,79,3,20027.21,0.0
1012,333,16,1,83163.25,0.1
1013,333,56,2,1713.49,0.1
1014,333,59,2,6537.92,0.15
1015,334,80,3,14416.0,0.1
1016,334,72,3,34598.83,0.0
1017,334,21,3,2972.3,0.0
1018,335,6,1,4331.85,0.0
1019,335,28,4,26363.69,0.05
1020,335,37,1,28508.66,0.1
1021,335,76,3,4154.57,0.0
1022,336,33,2,8606.33,0.05
1023,337,65,1,10926.0,0.05
1024,337,72,2,34598.83,0.0
1025,337,20,4,2795.36,0.15
1026,338,38,2,6657.74,0.0
1027,339,46,4,26377.33,0.0
1028,339,32,3,4184.77,0.05
1029,339,50,5,10649.28,0.05
1030,339,55,2,5245.76,0.15
1031,340,42,3,10500.79,0.0
1032,340,75,4,2753.32,0.15
1033,340,18,2,7134.98,0.05
1034,340,26,3,11112.29,0.0
1035,341,73,2,9526.79,0.1
1036,341,60,4,1661.3,0.0
1037,341,70,2,4690.27,0.15
1038,342,41,3,15894.59,0.1
1039,342,65,4,10926.0,0.1
1040,342,46,4,26377.33,0.1
1041,342,60,1,1661.3,0.15
1042,343,54,1,7273.55,0.0
1043,344,39,2,47226.71,0.15
1044,344,32,5,4184.77,0.15
1045,344,75,3,2753.32,0.0
1046,344,66,4,10173.79,0.0
1047,344,48,4,7491.22,0.0
1048,345,67,1,48132.16,0.05
1049,345,59,1,6537.92,0.05
1050,345,7,5,6191.08,0.0
1051,345,11,3,38638.31,0.15
1052,346,43,5,118478.99,0.0
1053,346,8,2,1138.19,0.15
1054,346,16,2,83163.25,0.15
1055,346,75,4,2753.32,0.0
1056,347,20,3,2795.36,0.0
1057,347,39,4,47226.71,0.15
1058,348,15,1,8435.07,0.0
1059,348,9,5,24443.59,0.0
1060,349,13,1,2378.53,0.15
1061,349,32,4,4184.77,0.1
1062,349,27,1,9025.55,0.0
1063,349,14,3,7521.16,0.1
1064,349,61,4,17645.56,0.0
1065,350,70,5,4690.27,0.1
1066,350,34,5,12210.05,0.0
1067,351,19,2,14064.73,0.15
1068,351,3,5,11718.36,0.0
1069,351,24,4,2933.35,0.1
1070,351,31,3,2127.01,0.05
1071,352,76,4,4154.57,0.05
1072,353,51,4,21729.72,0.1
1073,353,50,4,10649.28,0.0
1074,353,14,1,7521.16,0.05
1075,354,16,5,83163.25,0.05
1076,354,73,1,9526.79,0.15
1077,354,50,4,10649.28,0.0
1078,354,2,3,4441.59,0.0
1079,355,59,3,6537.92,0.15
1080,355,36,5,1623.44,0.0
1081,355,2,3,4441.59,0.15
1082,355,21,4,2972.3,0.15
1083,356,23,2,4561.96,0.05
1084,357,44,4,9251.21,0.0
1085,357,59,4,6537.92,0.1
1086,357,18,4,7134.98,0.15
1087,357,36,2,1623.44,0.15
1088,357,39,5,47226.71,0.15
1089,358,17,5,3232.18,0.05
1090,358,42,5,10500.79,0.15
1091,358,76,4,4154.57,0.0
1092,359,4,2,21493.75,0.0
1093,360,14,4,7521.16,0.1
1094,361,30,2,2600.54,0.1
1095,361,31,4,2127.01,0.0
1096,361,14,1,7521.16,0.15
1097,362,15,4,8435.07,0.05
1098,362,5,5,82882.71,0.0
1099,362,10,2,45504.23,0.05
1100,363,58,4,7540.1,0.0
1101,364,72,3,34598.83,0.0
1102,364,26,2,11112.29,0.0
1103,364,33,4,8606.33,0.15
1104,364,63,2,3932.48,0.0
1105,364,57,5,2460.95,0.0
1106,365,27,1,9025.55,0.0
1107,366,47,4,4179.71,0.15
1108,367,10,2,45504.23,0.0
1109,367,44,5,9251.21,0.1
1110,367,24,5,2933.35,0.05
1111,367,68,3,16395.12,0.15
1112,367,64,5,2352.46,0.0
1113,368,57,4,2460.95,0.1
1114,369,73,1,9526.79,0.0
1115,370,39,1,47226.71,0.15
1116,370,13,5,2378.53,0.05
1117,370,16,1,83163.25,0.0
1118,370,64,3,2352.46,0.05
1119,370,30,4,2600.54,0.05
1120,371,21,3,2972.3,0.0
1121,372,74,3,2937.83,0.1
1122,372,31,5,2127.01,0.0
1123,372,67,5,48132.16,0.0
1124,372,79,5,20027.21,0.1
1125,372,65,3,10926.0,0.0
1126,373,44,4,9251.21,0.05
1127,374,43,2,118478.99,0.0
1128,374,8,5,1138.19,0.05
1129,375,31,4,2127.01,0.0
1130,376,79,5,20027.21,0.15
1131,376,5,1,82882.71,0.15
1132,376,45,4,7026.99,0.0
1133,376,10,3,45504.23,0.0
1134,376,54,1,7273.55,0.0
1135,377,65,4,10926.0,0.05
1136,377,29,2,14888.01,0.0
1137,377,45,1,7026.99,0.0
1138,377,56,2,1713.49,0.15
1139,378,49,4,10412.49,0.1
1140,378,3,2,11718.36,0.1
1141,378,71,4,10320.51,0.15
1142,378,62,2,4112.86,0.0
1143,378,7,4,6191.08,0.0
1144,379,48,1,7491.22,0.0
1145,379,46,2,26377.33,0.0
1146,379,25,5,63155.9,0.0
1147,379,44,2,9251.21,0.1
1148,379,56,5,1713.49,0.15
1149,380,2,2,4441.59,0.0
1150,381,8,2,1138.19,0.1
1151,382,37,3,28508.66,0.05
1152,382,6,5,4331.85,0.0
1153,383,17,4,3232.18,0.0
1154,383,78,1,6812.98,0.0
1155,383,51,3,21729.72,0.15
1156,384,64,2,2352.46,0.1
1157,384,46,3,26377.33,0.05
1158,385,38,5,6657.74,0.15
1159,385,32,1,4184.77,0.0
1160,385,68,3,16395.12,0.1
1161,385,35,5,97382.34,0.1
1162,385,41,3,15894.59,0.0
1163,386,18,2,7134.98,0.05
1164,386,67,5,48132.16,0.0
1165,387,48,2,7491.22,0.0
1166,388,57,1,2460.95,0.0
1167,388,59,4,6537.92,0.0
1168,389,36,3,1623.44,0.0
1169,389,76,1,4154.57,0.05
1170,389,50,5,10649.28,0.1
1171,390,3,1,11718.36,
1172,390,49,2,10412.49,0.1
1173,390,50,2,10649.28,0.1
1174,390,57,5,2460.95,0.0
1175,391,5,1,82882.71,0.15
1176,391,70,3,4690.27,0.05
1177,391,45,5,7026.99,0.0
1178,392,44,5,9251.21,0.1
1179,393,8,3,1138.19,0.15
1180,393,14,4,7521.16,0.1
1181,393,71,5,10320.51,0.15
1182,393,50,5,10649.28,0.05
1183,394,49,2,10412.49,0.0
1184,394,60,1,1661.3,0.05
1185,395,11,3,38638.31,0.05
1186,395,32,5,4184.77,0.1
1187,395,70,1,4690.27,0.15
1188,396,47,5,4179.71,0.0
1189,396,35,1,97382.34,0.05
1190,396,33,5,8606.33,0.05
1191,397,23,1,4561.96,0.1
1192,397,57,1,2460.95,0.1
1193,397,60,1,1661.3,0.05
1194,398,72,5,34598.83,0.0
1195,398,28,3,26363.69,0.15
1196,398,53,5,10550.89,0.05
1197,398,8,1,1138.19,0.1
1198,399,34,3,12210.05,0.1
1199,399,36,2,1623.44,0.0
1200,400,19,1,14064.73,0.0
1201,400,80,1,14416.0,0.0
1202,401,65,5,10926.0,0.05
1203,401,57,1,2460.95,0.15
1204,402,8,3,1138.19,0.0
1205,402,34,3,12210.05,0.15
1206,403,77,2,5389.81,0.05
1207,404,10,5,45504.23,0.1
1208,405,66,1,10173.79,
1209,406,42,3,10500.79,0.1
1210,406,74,1,2937.83,0.1
1211,407,19,5,14064.73,0.05
1212,407,4,3,21493.75,0.1
1213,407,42,3,10500.79,0.1
1214,408,80,3,14416.0,0.0
1215,408,4,3,21493.75,0.0
1216,408,21,5,2972.3,0.0
1217,409,78,2,6812.98,0.05
1218,410,66,5,10173.79,0.0
1219,410,75,2,2753.32,0.1
1220,410,45,1,7026.99,0.0
1221,410,28,2,26363.69,0.15
1222,410,49,5,10412.49,0.15
1223,411,54,5,7273.55,0.1
1224,411,69,5,5262.92,0.15
1225,411,16,4,83163.25,0.05
1226,411,68,3,16395.12,0.0
1227,411,7,5,6191.08,0.05
1228,412,43,3,118478.99,0.0
1229,412,32,4,4184.77,0.05
1230,413,31,4,2127.01,0.1
1231,414,11,5,38638.31,0.0
1232,414,46,3,26377.33,0.1
1233,414,72,5,34598.83,0.0
1234,415,54,5,7273.55,0.0
1235,415,30,4,2600.54,0.15
1236,415,73,2,9526.79,0.15
1237,415,17,3,3232.18,0.05
1238,416,41,4,15894.59,0.1
1239,416,16,5,83163.25,0.0
1240,416,11,5,38638.31,0.1
1241,417,24,1,2933.35,0.0
1242,417,59,1,6537.92,0.1
1243,418,71,2,10320.51,0.0
1244,418,61,4,17645.56,0.0
1245,418,13,2,2378.53,0.0
1246,419,66,4,10173.79,0.1
1247,419,68,3,16395.12,0.0
1248,420,72,3,34598.83,0.05
1249,420,31,5,2127.01,0.15
1250,420,38,5,6657.74,0.0
1251,420,16,1,83163.25,0.0
1252,421,58,3,7540.1,0.1
1253,421,53,2,10550.89,0.0
1254,421,56,5,1713.49,0.15
1255,422,20,1,2795.36,0.15
1256,423,48,2,7491.22,0.15
1257,423,59,5,6537.92,0.05
1258,423,49,1,10412.49,0.0
1259,423,42,3,10500.79,0.1
1260,423,57,3,2460.95,0.0
1261,424,67,3,48132.16,0.05
1262,424,68,4,16395.12,0.05
1263,424,75,2,2753.32,0.0
1264,424,66,1,10173.79,0.0
1265,424,55,4,5245.76,0.15
1266,425,74,1,2937.83,0.05
1267,425,79,3,20027.21,0.0
1268,425,41,1,15894.59,0.05
1269,426,63,2,3932.48,0.05
1270,426,57,3,2460.95,0.15
1271,426,29,1,14888.01,0.0
1272,427,19,5,14064.73,0.15
1273,427,13,2,2378.53,
1274,427,27,5,9025.55,0.0
1275,428,69,3,5262.92,0.0
1276,428,25,3,63155.9,0.15
1277,428,1,4,2607.87,0.1
1278,428,63,5,3932.48,0.0
1279,428,4,4,21493.75,0.05
1280,429,16,4,83163.25,0.1
1281,430,34,1,12210.05,0.05
1282,430,12,1,11169.67,0.0
1283,430,18,1,7134.98,0.05
1284,430,36,2,1623.44,0.15
1285,431,36,1,1623.44,0.05
1286,431,59,1,6537.92,0.1
1287,431,66,1,10173.79,0.15
1288,432,25,1,63155.9,0.0
1289,432,72,2,34598.83,0.15
1290,432,5,4,82882.71,0.0
1291,433,34,2,12210.05,0.1
1292,433,61,2,17645.56,0.1
1293,434,17,5,3232.18,0.0
1294,434,26,1,11112.29,0.1
1295,434,12,1,11169.67,0.1
1296,435,79,3,20027.21,0.15
1297,435,27,4,9025.55,0.15
1298,435,23,2,4561.96,0.05
1299,435,5,4,82882.71,0.15
1300,435,54,2,7273.55,0.05
1301,436,38,4,6657.74,0.1
1302,436,63,5,3932.48,0.05
1303,437,62,3,4112.86,0.1
1304,437,38,4,6657.74,0.05
1305,437,13,2,2378.53,0.1
1306,437,29,1,14888.01,0.0
1307,437,15,4,8435.07,0.05
1308,438,45,4,7026.99,0.0
1309,439,63,1,3932.48,0.05
1310,439,77,3,5389.81,
1311,439,53,2,10550.89,0.1
1312,439,31,1,2127.01,0.15
1313,440,34,4,12210.05,0.1
1314,440,41,4,15894.59,0.1
1315,440,53,3,10550.89,0.0
1316,441,63,1,3932.48,0.05
1317,441,29,4,14888.01,0.1
1318,441,44,2,9251.21,0.15
1319,442,69,1,5262.92,0.15
1320,442,27,5,9025.55,0.05
1321,443,78,1,6812.98,0.0
1322,443,70,4,4690.27,0.0
1323,444,46,1,26377.33,0.15
1324,444,71,2,10320.51,0.05
1325,444,9,5,24443.59,0.0
1326,445,69,2,5262.92,0.05
1327,445,51,2,21729.72,0.05
1328,446,53,2,10550.89,0.0
1329,446,28,1,26363.69,0.0
1330,446,71,5,10320.51,0.0
1331,447,51,3,21729.72,0.0
1332,447,63,2,3932.48,0.0
1333,447,6,1,4331.85,0.05
1334,447,21,1,2972.3,0.1
1335,447,37,4,28508.66,0.0
1336,448,11,4,38638.31,0.0
1337,448,10,1,45504.23,0.15
1338,448,65,5,10926.0,0.0
1339,449,76,4,4154.57,0.0
1340,450,40,3,15862.71,0.05
1341,450,42,4,10500.79,0.0
1342,450,55,1,5245.76,0.05
1343,450,66,5,10173.79,0.1
1344,450,3,4,11718.36,0.05
1345,451,12,3,11169.67,0.1
1346,451,29,3,14888.01,0.15
1347,451,53,5,10550.89,0.0
1348,451,72,4,34598.83,0.0
1349,452,51,4,21729.72,0.0
1350,452,48,5,7491.22,0.0
1351,452,70,4,4690.27,0.0
1352,452,14,4,7521.16,0.05
1353,453,73,2,9526.79,0.0
1354,453,14,1,7521.16,0.15
1355,453,40,2,15862.71,0.0
1356,453,43,4,118478.99,0.15
1357,454,11,4,38638.31,0.15
1358,454,19,4,14064.73,0.15
1359,455,30,3,2600.54,0.05
1360,455,8,2,1138.19,0.0
1361,455,64,3,2352.46,0.15
1362,455,33,5,8606.33,0.1
1363,455,53,1,10550.89,0.05
1364,456,72,5,34598.83,0.1
1365,456,63,3,3932.48,0.0
1366,457,60,5,1661.3,0.0
1367,457,62,1,4112.86,0.1
1368,457,66,1,10173.79,0.1
1369,458,2,5,4441.59,0.0
1370,458,21,2,2972.3,0.0
1371,459,15,2,8435.07,0.15
1372,459,5,4,82882.71,0.0
1373,459,55,5,5245.76,0.1
1374,459,64,4,2352.46,0.0
1375,460,16,3,83163.25,0.15
1376,460,56,3,1713.49,0.15
1377,460,38,3,6657.74,0.15
1378,461,19,5,14064.73,0.0
1379,461,38,5,6657.74,0.05
1380,462,78,3,6812.98,0.0
1381,462,33,2,8606.33,0.15
1382,462,61,4,17645.56,0.0
1383,462,60,3,1661.3,0.1
1384,462,27,2,9025.55,0.0
1385,463,9,2,24443.59,0.0
1386,463,1,5,2607.87,0.1
1387,463,40,3,15862.71,0.0
1388,463,25,1,63155.9,0.15
1389,464,77,5,5389.81,0.0
1390,464,21,3,2972.3,0.0
1391,464,9,2,24443.59,0.05
1392,464,45,3,7026.99,0.1
1393,465,40,5,15862.71,0.15
1394,465,48,2,7491.22,0.0
1395,465,80,5,14416.0,0.0
1396,465,52,1,3501.14,0.0
1397,465,33,3,8606.33,0.0
1398,466,73,5,9526.79,0.15
1399,466,14,4,7521.16,0.05
1400,466,17,5,3232.18,0.15
1401,467,36,1,1623.44,0.0
1402,467,79,2,20027.21,0.0
1403,467,61,5,17645.56,0.0
1404,467,27,2,9025.55,0.0
1405,467,22,4,14987.28,0.0
1406,468,10,5,45504.23,0.1
1407,468,7,4,6191.08,0.1
1408,468,18,3,7134.98,0.05
1409,469,16,4,83163.25,0.1
1410,469,31,3,2127.01,0.05
1411,469,72,5,34598.83,0.05
1412,469,51,5,21729.72,0.0
1413,469,49,5,10412.49,0.0
1414,470,36,4,1623.44,0.15
1415,470,19,4,14064.73,0.1
1416,471,16,3,83163.25,0.0
1417,471,72,1,34598.83,0.05
1418,471,56,4,1713.49,0.05
1419,472,28,4,26363.69,0.05
1420,472,79,2,20027.21,0.0
1421,472,72,2,34598.83,0.1
1422,472,25,3,63155.9,0.15
1423,473,1,3,2607.87,0.05
1424,473,76,1,4154.57,0.05
1425,474,65,3,10926.0,0.0
1426,474,2,3,4441.59,0.1
1427,474,78,4,6812.98,0.0
1428,475,36,1,1623.44,0.1
1429,475,8,5,1138.19,0.1
1430,475,74,4,2937.83,0.0
1431,476,70,1,4690.27,0.15
1432,476,14,2,7521.16,0.0
1433,476,5,2,82882.71,0.0
1434,476,48,4,7491.22,0.0
1435,477,57,1,2460.95,0.05
1436,478,70,3,4690.27,0.0
1437,479,3,3,11718.36,0.15
1438,479,43,1,118478.99,0.1
1439,479,41,4,15894.59,0.0
1440,479,22,1,14987.28,0.0
1441,479,76,5,4154.57,0.0
1442,480,11,1,38638.31,0.05
1443,480,23,5,4561.96,0.0
1444,480,57,5,2460.95,0.1
1445,481,1,3,2607.87,0.15
1446,481,40,3,15862.71,0.0
1447,482,60,5,1661.3,0.1
1448,482,73,1,9526.79,0.0
1449,482,12,1,11169.67,0.0
1450,483,24,3,2933.35,0.15
1451,484,22,1,14987.28,0.0
1452,485,59,3,6537.92,0.0
1453,485,11,2,38638.31,0.05
1454,485,32,1,4184.77,0.1
1455,486,23,5,4561.96,0.05
1456,486,36,4,1623.44,0.0
1457,486,18,2,7134.98,0.05
1458,487,23,3,4561.96,0.1
1459,487,38,3,6657.74,0.0
1460,488,46,5,26377.33,0.1
1461,488,75,2,2753.32,0.0
1462,488,47,5,4179.71,0.1
1463,488,45,2,7026.99,0.15
1464,489,27,5,9025.55,0.15
1465,489,56,3,1713.49,0.0
1466,489,45,5,7026.99,0.0
1467,489,37,3,28508.66,0.0
1468,489,44,4,9251.21,0.05
1469,490,15,5,8435.07,0.0
1470,491,18,3,7134.98,0.15
1471,491,60,4,1661.3,0.15
1472,491,76,1,4154.57,0.05
1473,491,42,1,10500.79,0.05
1474,492,21,4,2972.3,0.1
1475,493,44,3,9251.21,0.05
1476,493,13,2,2378.53,0.1
1477,493,24,5,2933.35,0.0
1478,494,57,5,2460.95,0.1
1479,495,74,3,2937.83,0.05
1480,495,56,5,1713.49,0.05
1481,495,52,4,3501.14,0.1
1482,495,61,3,17645.56,0.0
1483,495,32,2,4184.77,0.15
1484,496,54,4,7273.55,0.05
1485,497,52,2,3501.14,0.05
1486,497,76,5,4154.57,0.15
1487,497,4,2,21493.75,0.15
1488,497,21,2,2972.3,0.0
1489,497,66,3,10173.79,0.0
1490,498,40,2,15862.71,0.05
1491,499,51,2,21729.72,0.0
1492,499,22,2,14987.28,0.05
1493,499,59,3,6537.92,0.0
1494,499,1,2,2607.87,0.0
1495,500,56,2,1713.49,0.0
1496,500,12,5,11169.67,0.05
1497,501,62,2,4112.86,0.05
1498,502,61,5,17645.56,0.1
1499,503,61,4,17645.56,0.0
1500,503,49,1,10412.49,0.1
1501,504,41,4,15894.59,0.05
1502,504,18,3,7134.98,0.1
1503,505,51,5,21729.72,0.0
1504,505,69,2,5262.92,0.15
1505,505,10,2,45504.23,0.0
1506,505,45,3,7026.99,0.05
1507,505,63,3,3932.48,0.15
1508,506,79,5,20027.21,0.1
1509,507,30,2,2600.54,0.1
1510,508,6,3,4331.85,0.1
1511,508,28,1,26363.69,
1512,509,24,3,2933.35,0.1
1513,509,55,4,5245.76,0.0
1514,509,20,3,2795.36,0.1
1515,509,37,2,28508.66,0.0
1516,510,67,3,48132.16,0.0
1517,510,14,4,7521.16,0.0
1518,510,60,2,1661.3,0.05
1519,510,11,2,38638.31,0.15
1520,511,50,4,10649.28,0.0
1521,511,59,3,6537.92,0.1
1522,511,2,3,4441.59,0.0
1523,511,63,5,3932.48,0.1
1524,511,52,5,3501.14,0.05
1525,512,43,2,118478.99,0.1
1526,512,69,5,5262.92,0.1
1527,512,47,1,4179.71,0.0
1528,512,15,1,8435.07,0.05
1529,513,34,4,12210.05,0.0
1530,513,26,4,11112.29,0.05
1531,513,66,1,10173.79,0.0
1532,513,79,4,20027.21,0.1
1533,513,59,3,6537.92,0.0
1534,514,48,1,7491.22,0.15
1535,514,33,3,8606.33,0.0
1536,514,55,3,5245.76,0.05
1537,514,44,4,9251.21,0.0
1538,514,38,4,6657.74,0.05
1539,515,5,3,82882.71,0.0
1540,515,77,5,5389.81,0.1
1541,515,15,2,8435.07,0.0
1542,516,69,1,5262.92,0.0
1543,517,64,3,2352.46,0.05
1544,517,56,4,1713.49,0.15
1545,518,68,4,16395.12,0.0
1546,518,73,1,9526.79,0.05
1547,519,5,1,82882.71,0.1
1548,519,19,5,14064.73,0.0
1549,519,78,3,6812.98,0.05
1550,520,52,1,3501.14,0.1
1551,520,3,1,11718.36,0.0
1552,520,24,5,2933.35,0.05
1553,520,33,3,8606.33,0.15
1554,521,70,4,4690.27,0.0
1555,521,32,4,4184.77,0.05
1556,521,7,2,6191.08,0.05
1557,521,48,5,7491.22,0.0
1558,521,74,5,2937.83,0.1
1559,522,37,1,28508.66,0.1
1560,522,35,2,97382.34,0.0
1561,523,17,5,3232.18,0.05
1562,523,36,1,1623.44,0.0
1563,523,35,2,97382.34,0.0
1564,523,60,3,1661.3,0.0
1565,524,79,3,20027.21,0.15
1566,525,76,5,4154.57,0.1
1567,525,54,4,7273.55,0.15
1568,525,77,1,5389.81,0.05
1569,525,43,3,118478.99,0.05
1570,526,57,4,2460.95,0.0
1571,526,20,5,2795.36,0.0
1572,526,60,4,1661.3,0.05
1573,527,5,5,82882.71,0.05
1574,527,74,1,2937.83,0.0
1575,527,11,5,38638.31,0.05
1576,527,63,3,3932.48,0.05
1577,528,58,2,7540.1,0.15
1578,528,60,5,1661.3,0.0
1579,528,4,5,21493.75,0.05
1580,529,56,4,1713.49,0.0
1581,529,54,4,7273.55,0.15
1582,529,3,2,11718.36,0.1
1583,529,37,5,28508.66,0.0
1584,529,72,1,34598.83,0.1
1585,530,28,5,26363.69,0.05
1586,530,15,2,8435.07,0.0
1587,531,71,4,10320.51,0.15
1588,531,53,3,10550.89,0.05
1589,531,46,3,26377.33,0.0
1590,531,28,3,26363.69,0.15
1591,532,69,4,5262.92,0.05
1592,532,51,4,21729.72,0.0
1593,532,29,2,14888.01,0.1
1594,532,52,3,3501.14,0.0
1595,532,64,5,2352.46,0.05
1596,533,23,4,4561.96,0.1
1597,533,13,4,2378.53,0.0
1598,533,50,1,10649.28,0.15
1599,533,75,2,2753.32,0.0
1600,534,80,4,14416.0,0.0
1601,534,65,3,10926.0,0.15
1602,534,11,2,38638.31,0.0
1603,534,77,5,5389.81,0.1
1604,534,74,1,2937.83,0.05
1605,535,77,4,5389.81,0.15
1606,536,25,2,63155.9,0.1
1607,536,21,2,2972.3,0.05
