order_id,customer_id,order_date,order_status,payment_method,shipping_method
559,46,2024-04-23,Returned,Cash,Standard
560,47,2025-06-07,Completed,M-Pesa,Express
561,119,2025-04-12,Completed,Bank Transfer,Express
562,26,2024-04-12,Returned,Card,Standard
563,149,2025-01-03,Returned,Bank Transfer,Express
564,60,2024-04-07,Returned,M-Pesa,Standard
565,71,2025-11-10,Cancelled,Card,Express
566,184,2025-03-24,Processing,Bank Transfer,Pickup
567,48,2025-01-16,Returned,Bank Transfer,Standard
568,59,2025-02-14,Shipped,Cash,Express
569,198,2025-12-07,Returned,Cash,Express
570,86,2024-04-25,Completed,M-Pesa,Standard
571,54,2025-03-02,Processing,Cash,Pickup
572,225,2024-07-04,Processing,Cash,Express
573,15,2025-12-01,Returned,Card,Express
574,250,2024-04-25,Shipped,Cash,Standard
575,33,2024-09-24,Cancelled,Bank Transfer,Standard
576,269,2025-08-13,Cancelled,Card,Pickup
577,174,2025-06-15,Processing,M-Pesa,Express
578,128,2025-05-08,Completed,Cash,Standard
579,286,2025-09-19,Completed,M-Pesa,Pickup
580,81,2025-06-01,Returned,Cash,Express
581,85,2024-03-17,Returned,Cash,Express
582,124,2024-12-04,Completed,M-Pesa,Pickup
583,115,2025-07-17,Cancelled,Cash,Express
584,121,2024-03-21,Shipped,Cash,Pickup
585,230,2024-03-31,Returned,Cash,Express
586,162,2024-05-01,Shipped,M-Pesa,Standard
587,207,2025-02-26,Completed,M-Pesa,Standard
588,156,2025-06-04,Processing,Card,Pickup
589,234,2024-12-15,Completed,M-Pesa,Standard
590,233,2024-12-05,Processing,Cash,Pickup
591,187,2025-04-08,Completed,M-Pesa,Pickup
592,114,2024-01-03,Completed,Bank Transfer,Pickup
593,150,2025-07-14,Processing,Bank Transfer,Pickup
594,55,2024-02-16,Completed,Cash,Standard
595,210,2024-04-19,Completed,Card,Standard
596,62,2025-02-06,Completed,Cash,Standard
597,174,2024-04-20,Returned,Cash,Standard
598,64,2025-04-06,Shipped,Card,Express
599,3,2025-06-27,Cancelled,M-Pesa,Pickup
600,222,2025-08-22,Shipped,Card,Pickup
601,297,2024-06-26,Cancelled,Card,Standard
602,199,2025-11-04,Processing,Bank Transfer,Pickup
603,197,2025-03-04,Processing,Card,Express
604,204,2024-12-17,Completed,Cash,Standard
605,71,2025-02-26,Processing,Bank Transfer,Pickup
606,281,2024-11-17,Cancelled,Card,Standard
607,108,2025-10-01,Cancelled,Bank Transfer,Pickup
608,177,2025-11-19,Completed,Card,Pickup
609,278,2025-12-11,Cancelled,Bank Transfer,Pickup
610,60,2024-12-26,Processing,Cash,Pickup
611,293,2025-11-14,Cancelled,Cash,Pickup
612,274,2024-10-19,Returned,Cash,Standard
613,268,2024-04-19,Completed,Cash,Standard
614,28,2025-11-17,Completed,Card,Express
615,83,2024-10-20,Cancelled,Bank Transfer,Standard
616,32,2025-12-08,Returned,Bank Transfer,Standard
617,278,2024-02-03,Completed,Cash,Standard
618,288,2024-08-17,Cancelled,Cash,Standard
619,262,2025-12-13,Completed,M-Pesa,Express
620,199,2025-03-02,Returned,Bank Transfer,Pickup
621,28,2024-01-14,Cancelled,Bank Transfer,Standard
622,227,2024-08-18,Cancelled,Bank Transfer,Pickup
623,280,2025-09-09,Completed,Card,Express
624,230,2024-06-30,Cancelled,M-Pesa,Standard
625,89,2025-06-10,Completed,Cash,Standard
626,220,2024-10-12,Processing,Bank Transfer,Standard
627,83,2025-08-21,Returned,Bank Transfer,Standard
628,170,2025-04-22,Cancelled,Card,Standard
629,79,2024-11-26,Processing,M-Pesa,Pickup
630,155,2025-05-17,Returned,Bank Transfer,Standard
631,163,2025-06-22,Completed,Card,Pickup
632,35,2025-06-01,Completed,Cash,Pickup
633,275,2025-02-17,Completed,Bank Transfer,Standard
634,110,2025-11-10,Completed,Bank Transfer,Express
635,151,2024-08-11,Returned,Cash,Pickup
636,5,2024-04-27,Cancelled,Bank Transfer,Express
637,124,2025-10-19,Processing,Card,Standard
638,165,2025-01-25,Returned,M-Pesa,Express
639,132,2025-07-07,Cancelled,Bank Transfer,Standard
640,265,2025-01-18,Processing,Cash,Express
641,23,2024-10-30,Cancelled,Card,Express
642,264,2024-03-25,Completed,Card,Pickup
643,274,2024-01-08,Cancelled,M-Pesa,Standard
644,110,2025-12-02,Shipped,M-Pesa,Standard
645,276,2025-12-20,Cancelled,Cash,Pickup
646,37,2025-12-03,Completed,M-Pesa,Express
647,170,2024-02-08,Completed,M-Pesa,Standard
648,92,2024-09-14,Processing,M-Pesa,Pickup
649,117,2024-09-21,Shipped,Cash,Express
650,208,2025-03-19,Completed,M-Pesa,Express
651,61,2025-07-01,Completed,M-Pesa,Pickup
652,300,2024-02-16,Cancelled,M-Pesa,Express
653,258,2024-04-18,Completed,Bank Transfer,Pickup
654,45,2024-10-15,Returned,Cash,Express
655,203,2025-11-07,Completed,Cash,Standard
656,274,2024-08-13,Completed,Cash,Pickup
657,152,2025-10-11,Completed,Bank Transfer,Pickup
658,192,2024-01-12,Processing,Card,Standard
659,22,2024-01-06,Processing,Cash,Pickup
660,281,2024-03-28,Completed,Card,Pickup
661,177,2024-08-04,Shipped,Card,Standard
662,95,2024-08-14,Processing,Bank Transfer,Standard
663,59,2024-07-04,Cancelled,M-Pesa,Pickup
664,237,2025-10-22,Processing,M-Pesa,Express
665,35,2024-09-13,Completed,Card,Pickup
666,298,2025-05-13,Completed,Bank Transfer,Standard
667,121,2024-04-12,Completed,M-Pesa,Standard
668,163,2025-05-12,Shipped,Bank Transfer,Pickup
669,157,2025-12-11,Processing,Card,Pickup
670,291,2025-01-08,Returned,Bank Transfer,Express
671,87,2024-01-05,Completed,Card,Standard
672,224,2024-10-10,Returned,Bank Transfer,Standard
673,170,2025-05-06,Shipped,Cash,Express
674,157,2025-05-13,Processing,M-Pesa,Standard
675,42,2024-10-14,Returned,Card,Pickup
676,101,2024-09-26,Cancelled,M-Pesa,Pickup
677,39,2024-01-20,Returned,M-Pesa,Pickup
678,297,2025-02-18,Returned,Card,Standard
679,283,2024-09-23,Processing,Cash,Pickup
680,77,2025-01-09,Shipped,Card,Pickup
681,149,2024-05-17,Shipped,M-Pesa,Express
682,187,2025-05-29,Completed,Card,Pickup
683,85,2025-06-10,Completed,Cash,Standard
684,92,2025-08-02,Processing,Card,Pickup
685,248,2025-01-02,Completed,Card,Express
686,119,2024-03-05,Completed,Bank Transfer,Standard
687,22,2025-11-15,Completed,Bank Transfer,Express
688,241,2025-04-10,Completed,M-Pesa,Pickup
689,166,2024-04-15,Cancelled,Bank Transfer,Pickup
690,135,2025-08-15,Processing,Card,Express
691,194,2025-01-09,Processing,M-Pesa,Pickup
692,129,2025-01-20,Completed,Cash,Express
693,177,2025-05-13,Returned,Cash,Pickup
694,4,2025-05-28,Completed,Cash,Standard
695,118,2024-03-19,Processing,Bank Transfer,Standard
696,77,2024-07-10,Completed,Bank Transfer,Pickup
697,61,2025-11-07,Completed,Cash,Express
698,59,2025-05-08,Cancelled,Cash,Express
699,108,2025-08-27,Completed,Cash,Standard
700,125,2024-02-14,Completed,Card,Standard
701,263,2024-02-10,Processing,Card,Standard
702,86,2024-09-21,Completed,Cash,Pickup
703,289,2025-10-14,Completed,Bank Transfer,Standard
704,111,2025-04-04,Processing,Cash,Express
705,88,2024-08-12,Returned,Cash,Pickup
706,74,2025-08-19,Returned,Card,Pickup
707,262,2024-09-27,Completed,Bank Transfer,Express
708,36,2024-08-23,Shipped,Cash,Standard
709,56,2024-01-17,Completed,Cash,Standard
710,50,2024-06-30,Shipped,M-Pesa,Pickup
711,258,2024-04-30,Completed,Cash,Pickup
712,67,2025-09-09,Processing,M-Pesa,Pickup
713,221,2025-06-18,Shipped,Bank Transfer,Standard
714,272,2025-03-15,Completed,Cash,Express
715,180,2025-08-26,Returned,M-Pesa,Express
716,69,2024-09-17,Shipped,Card,Standard
717,146,2025-09-04,Processing,Cash,Express
718,97,2024-01-06,Cancelled,M-Pesa,Pickup
719,268,2024-04-30,Processing,M-Pesa,Express
720,106,2025-12-05,Returned,Bank Transfer,Express
721,186,2024-04-19,Completed,Cash,Pickup
722,300,2024-09-16,Completed,Cash,Pickup
723,188,2025-09-18,Completed,Cash,Standard
724,212,2025-07-19,Returned,Cash,Standard
725,190,2025-07-26,Processing,Cash,Express
726,158,2025-08-14,Completed,Cash,Pickup
727,71,2025-11-06,Completed,Card,Express
728,83,2024-04-12,Completed,Cash,Express
729,282,2025-09-20,Cancelled,M-Pesa,Standard
730,200,2025-10-13,Completed,M-Pesa,Standard
731,242,2025-09-06,Shipped,M-Pesa,Standard
732,135,2024-08-15,Completed,M-Pesa,Pickup
733,20,2025-01-28,Shipped,Bank Transfer,Pickup
734,30,2024-06-28,Cancelled,Cash,Express
735,6,2024-07-25,Returned,Bank Transfer,Standard
736,18,2025-09-05,Processing,Card,Pickup
737,87,2025-11-21,Completed,Bank Transfer,Standard
738,1,2024-06-10,Completed,Bank Transfer,Express
739,181,2025-11-16,Shipped,Cash,Pickup
740,103,2025-06-14,Completed,M-Pesa,Standard
741,282,2024-10-18,Cancelled,Bank Transfer,Express
742,142,2024-08-19,Processing,Card,Express
743,207,2025-08-11,Completed,Bank Transfer,Standard
744,209,2025-06-02,Completed,M-Pesa,Pickup
745,151,2024-12-14,Completed,Bank Transfer,Pickup
746,295,2024-09-13,Cancelled,Cash,Express
747,289,2025-05-10,Returned,Card,Express
748,235,2025-11-28,Shipped,M-Pesa,Express
749,60,2024-09-21,Completed,Cash,Pickup
750,113,2025-11-24,Cancelled,Card,Express
751,212,2024-12-27,Processing,M-Pesa,Pickup
752,135,2024-09-11,Completed,M-Pesa,Express
753,176,2024-03-18,Processing,Card,Express
754,161,2024-12-28,Completed,Bank Transfer,Standard
755,98,2025-05-25,Cancelled,Card,Standard
756,124,2024-09-28,Completed,Card,Standard
757,128,2025-09-25,Completed,Card,Standard
758,62,2024-03-21,Cancelled,Cash,Pickup
759,4,2025-07-08,Completed,Cash,Express
760,162,2025-05-19,Processing,Bank Transfer,Express
761,94,2025-06-07,Completed,Cash,Standard
762,296,2024-05-11,Completed,Cash,Express
763,277,2024-02-03,Processing,Bank Transfer,Express
764,90,2025-04-13,Completed,Cash,Express
765,5,2024-01-13,Cancelled,Card,Express
766,298,2024-04-13,Completed,Bank Transfer,Pickup
767,133,2024-07-10,Processing,Bank Transfer,Standard
768,138,2025-04-27,Processing,Bank Transfer,Express
769,95,2025-05-25,Shipped,Card,Express
770,191,2025-01-08,Returned,Cash,Express
771,231,2024-07-03,Processing,Card,Pickup
772,118,2024-04-12,Cancelled,Bank Transfer,Standard
773,285,2025-03-18,Returned,Cash,Standard
774,75,2024-06-02,Shipped,M-Pesa,Standard
775,216,2025-05-26,Completed,Bank Transfer,Express
776,154,2024-09-13,Processing,M-Pesa,Express
777,51,2025-12-08,Completed,M-Pesa,Standard
778,131,2025-05-02,Returned,M-Pesa,Express
779,172,2024-09-23,Completed,Bank Transfer,Pickup
780,286,2024-09-20,Completed,M-Pesa,Express
781,63,2024-12-25,Returned,Card,Pickup
782,295,2025-10-27,Cancelled,Card,Express
783,182,2024-11-28,Cancelled,Cash,Pickup
784,229,2024-03-21,Shipped,Bank Transfer,Express
785,75,2024-06-20,Cancelled,Bank Transfer,Express
786,293,2025-02-18,Returned,M-Pesa,Standard
787,83,2024-12-17,Completed,Bank Transfer,Express
788,150,2025-12-28,Completed,Cash,Express
789,228,2025-01-06,Cancelled,Cash,Express
790,86,2024-07-07,Returned,M-Pesa,Standard
791,121,2025-11-08,Completed,M-Pesa,Standard
792,86,2025-02-10,Completed,M-Pesa,Standard
793,243,2025-07-15,Completed,M-Pesa,Express
794,269,2024-03-26,Completed,Bank Transfer,Pickup
795,80,2024-03-27,Cancelled,Cash,Express
796,118,2024-09-10,Cancelled,Bank Transfer,Express
797,65,2024-05-14,Processing,Card,Standard
798,18,2025-11-10,Completed,Bank Transfer,Express
799,240,2025-07-07,Completed,Cash,Standard
800,277,2024-06-30,Processing,Cash,Pickup
801,289,2025-03-21,Processing,Bank Transfer,Express
802,247,2025-07-06,Completed,M-Pesa,Express
803,158,2025-01-09,Shipped,Bank Transfer,Standard
804,156,2024-01-11,Completed,Card,Express
805,147,2025-04-25,Processing,M-Pesa,Pickup
806,252,2025-05-03,Completed,M-Pesa,Express
807,150,2025-09-03,Completed,M-Pesa,Pickup
808,192,2024-07-12,Shipped,Cash,Express
809,128,2024-06-16,Cancelled,Cash,Express
810,113,2024-09-26,Completed,Cash,Pickup
811,123,2025-06-13,Returned,Bank Transfer,Express
812,273,2024-10-02,Shipped,Card,Standard
813,94,2024-05-19,Completed,M-Pesa,Pickup
814,234,2025-09-24,Shipped,Bank Transfer,Pickup
815,252,2024-07-11,Completed,M-Pesa,Standard
816,26,2025-07-01,Completed,Card,Standard
817,145,2024-10-02,Completed,Cash,Pickup
818,5,2024-08-26,Completed,Card,Standard
819,253,2024-08-10,Completed,Cash,Express
820,256,2025-01-15,Shipped,M-Pesa,Express
821,42,2024-05-29,Completed,Bank Transfer,Express
822,37,2025-07-10,Shipped,Card,Standard
823,129,2025-01-25,Returned,M-Pesa,Standard
824,128,2025-01-29,Returned,Cash,Standard
825,18,2024-07-22,Shipped,M-Pesa,Pickup
826,107,2025-04-29,Shipped,Bank Transfer,Express
827,82,2025-10-06,Cancelled,M-Pesa,Pickup
828,282,2025-06-17,Completed,Bank Transfer,Express
829,153,2024-07-22,Completed,M-Pesa,Pickup
830,112,2024-04-25,Completed,Cash,Express
831,8,2024-06-20,Returned,Bank Transfer,Pickup
832,62,2025-02-09,Returned,Card,Standard
833,22,2025-08-18,Returned,Cash,Pickup
834,80,2025-01-15,Returned,M-Pesa,Standard
835,81,2025-05-26,Completed,Bank Transfer,Pickup
836,31,2024-03-02,Completed,Card,Pickup
837,275,2024-04-19,Completed,Cash,Standard
838,163,2025-07-25,Returned,Bank Transfer,Express
839,99,2024-01-22,Cancelled,Cash,Express
840,69,2024-09-13,Completed,Cash,Pickup
841,225,2025-07-26,Completed,Cash,Standard
842,291,2024-07-10,Processing,Bank Transfer,Express
843,240,2024-10-08,Returned,Card,Standard
844,272,2024-06-07,Shipped,Bank Transfer,Express
845,278,2025-01-10,Shipped,M-Pesa,Pickup
846,260,2025-01-23,Cancelled,Card,Standard
847,187,2025-09-27,Completed,Bank Transfer,Pickup
848,33,2025-11-05,Processing,Cash,Standard
849,269,2025-11-30,Shipped,Card,Pickup
850,145,2024-11-26,Shipped,Bank Transfer,Standard
851,50,2025-06-19,Cancelled,M-Pesa,Standard
852,67,2024-07-01,Returned,M-Pesa,Standard
853,55,2025-05-12,Completed,M-Pesa,Standard
854,293,2025-10-19,Returned,Cash,Pickup
855,251,2025-06-22,Processing,Bank Transfer,Standard
856,188,2024-08-14,Processing,M-Pesa,Standard
857,107,2025-11-02,Shipped,M-Pesa,Express
858,32,2025-01-04,Processing,Cash,Express
859,30,2025-09-23,Completed,M-Pesa,Pickup
860,37,2024-11-07,Completed,Card,Pickup
861,50,2024-04-13,Cancelled,Card,Pickup
862,198,2024-07-13,Completed,Card,Pickup
863,92,2025-07-25,Cancelled,Cash,Pickup
864,55,2025-10-15,Processing,Bank Transfer,Pickup
865,235,2025-12-20,Cancelled,Cash,Standard
866,86,2024-07-03,Processing,Cash,Pickup
867,173,2025-11-04,Completed,Cash,Express
868,162,2025-07-17,Completed,Bank Transfer,Express
869,221,2024-11-27,Processing,Card,Pickup
870,280,2024-08-07,Shipped,Bank Transfer,Express
871,232,2025-04-03,Shipped,M-Pesa,Pickup
872,18,2024-10-18,Processing,M-Pesa,Pickup
873,70,2024-11-05,Completed,Bank Transfer,Standard
874,110,2024-11-18,Completed,Bank Transfer,Pickup
875,262,2025-07-23,Processing,Card,Standard
876,20,2025-04-16,Completed,Card,Standard
877,136,2025-01-10,Processing,Card,Standard
878,132,2024-11-03,Completed,Cash,Pickup
879,112,2024-03-20,Cancelled,Bank Transfer,Express
880,89,2025-05-14,Returned,M-Pesa,Pickup
881,154,2024-02-08,Cancelled,Cash,Standard
882,29,2024-12-08,Completed,Cash,Express
883,62,2024-08-20,Cancelled,M-Pesa,Pickup
884,196,2024-02-25,Completed,M-Pesa,Express
885,277,2025-08-01,Completed,Bank Transfer,Pickup
886,114,2024-06-05,Completed,Cash,Express
887,295,2025-05-31,Completed,Card,Express
888,149,2025-02-07,Completed,Card,Express
889,43,2025-05-02,Processing,M-Pesa,Pickup
890,205,2024-09-25,Completed,Cash,Pickup
891,223,2025-12-15,Completed,Card,Express
892,287,2024-07-21,Shipped,Cash,Pickup
893,293,2024-07-19,Processing,Card,Standard
894,37,2024-09-29,Returned,Cash,Express
895,295,2024-04-01,Completed,Cash,Express
896,188,2024-12-22,Completed,Bank Transfer,Express
897,13,2024-11-08,Completed,Bank Transfer,Pickup
898,227,2025-09-30,Completed,Cash,Standard
899,120,2024-07-23,Cancelled,Bank Transfer,Standard
900,44,2024-04-25,Cancelled,M-Pesa,Standard
901,76,2024-10-21,Completed,Bank Transfer,Pickup
902,57,2024-11-08,Shipped,Cash,Standard
903,170,2024-08-02,Cancelled,Card,Standard
904,280,2025-06-19,Returned,Bank Transfer,Pickup
905,248,2025-09-29,Cancelled,Card,Pickup
906,10,2025-01-20,Processing,M-Pesa,Express
907,88,2024-03-02,Completed,Card,Pickup
908,139,2024-02-24,Shipped,M-Pesa,Standard
909,199,2025-11-07,Completed,Bank Transfer,Standard
910,10,2024-10-26,Returned,Cash,Standard
911,195,2025-06-04,Cancelled,M-Pesa,Express
912,249,2025-09-03,Processing,M-Pesa,Standard
913,102,2025-05-27,Shipped,M-Pesa,Standard
914,127,2025-06-26,Completed,Bank Transfer,Express
915,202,2024-06-09,Completed,Bank Transfer,Pickup
916,181,2024-12-29,Cancelled,Bank Transfer,Standard
917,257,2024-10-09,Returned,M-Pesa,Pickup
918,132,2025-01-31,Returned,M-Pesa,Pickup
919,144,2024-08-18,Completed,Bank Transfer,Express
920,71,2024-03-30,Cancelled,Cash,Pickup
921,117,2025-03-03,Completed,Card,Express
922,160,2025-09-11,Completed,Cash,Pickup
923,68,2024-07-30,Cancelled,Card,Pickup
924,278,2025-12-01,Returned,Card,Standard
925,159,2025-12-06,Cancelled,Card,Express
926,75,2025-11-02,Processing,Card,Express
927,35,2025-07-24,Processing,M-Pesa,Standard
928,163,2024-05-29,Cancelled,M-Pesa,Express
929,212,2025-02-25,Completed,Cash,Pickup
930,141,2024-06-04,Returned,Card,Standard
931,68,2024-07-08,Completed,Bank Transfer,Pickup
932,291,2025-09-19,Completed,Card,Standard
933,14,2025-01-02,Completed,Cash,Standard
934,258,2025-09-11,Shipped,Bank Transfer,Standard
935,199,2025-05-18,Shipped,Card,Standard
936,99,2024-08-19,Completed,Cash,Standard
937,139,2025-02-26,Completed,Card,Standard
938,34,2024-06-30,Shipped,Cash,Pickup
939,167,2025-04-13,Completed,Cash,Express
940,22,2025-09-14,Cancelled,Cash,Pickup
941,161,2025-02-07,Processing,M-Pesa,Pickup
942,56,2025-04-07,Shipped,M-Pesa,Standard
943,266,2025-07-04,Shipped,M-Pesa,Pickup
944,199,2025-06-12,Returned,M-Pesa,Standard
945,150,2025-03-26,Shipped,Bank Transfer,Express
946,237,2024-06-19,Shipped,Bank Transfer,Pickup
947,28,2025-12-07,Processing,Card,Express
948,232,2024-04-02,Cancelled,M-Pesa,Standard
949,300,2025-12-13,Processing,Card,Express
950,212,2024-11-27,Shipped,M-Pesa,Standard
951,233,2025-08-27,Cancelled,Card,Express
952,47,2024-09-13,Completed,Card,Pickup
953,64,2024-04-03,Completed,Cash,Pickup
954,186,2024-03-28,Processing,Cash,Pickup
955,262,2025-09-18,Completed,Cash,Pickup
956,195,2024-02-14,Returned,Card,Express
957,290,2025-11-06,Returned,Card,Standard
958,75,2024-07-02,Returned,M-Pesa,Express
959,158,2024-11-12,Cancelled,Cash,Express
960,93,2024-04-30,Completed,Card,Standard
961,130,2024-01-13,Shipped,Cash,Express
962,279,2024-01-06,Processing,Cash,Standard
963,112,2025-08-25,Cancelled,Cash,Express
964,210,2025-03-28,Completed,M-Pesa,Standard
965,281,2024-10-11,Processing,Card,Standard
966,95,2024-05-31,Completed,Bank Transfer,Standard
967,75,2024-02-03,Cancelled,Bank Transfer,Express
968,45,2024-02-20,Completed,Cash,Standard
969,83,2025-11-19,Completed,Card,Express
970,297,2025-01-03,Completed,M-Pesa,Express
971,166,2025-01-12,Shipped,M-Pesa,Express
972,282,2024-03-07,Completed,Cash,Standard
973,63,2025-12-12,Returned,Bank Transfer,Express
974,270,2025-02-27,Processing,Card,Pickup
975,108,2025-09-18,Completed,M-Pesa,Pickup
976,271,2024-03-30,Shipped,Bank Transfer,Express
977,163,2024-09-22,Processing,Bank Transfer,Standard
978,289,2025-05-23,Processing,Cash,Express
979,93,2025-09-16,Completed,Bank Transfer,Standard
980,1,2024-05-01,Completed,Cash,Pickup
981,61,2024-07-31,Returned,Cash,Express
982,24,2024-12-07,Completed,Card,Standard
983,104,2025-12-07,Completed,Bank Transfer,Standard
984,158,2024-11-03,Processing,Bank Transfer,Standard
985,59,2025-12-03,Completed,Bank Transfer,Express
986,292,2025-09-22,Completed,Card,Standard
987,170,2024-12-12,Cancelled,Cash,Express
988,19,2025-10-23,Completed,Cash,Standard
989,236,2025-07-03,Completed,Cash,Express
990,29,2025-06-17,Completed,Bank Transfer,Pickup
991,275,2024-01-20,Completed,Bank Transfer,Express
992,34,2024-06-01,Completed,M-Pesa,Express
993,193,2025-10-03,Processing,Card,Pickup
994,200,2024-07-10,Processing,M-Pesa,Express
995,162,2025-12-27,Completed,Bank Transfer,Express
996,45,2025-05-23,Completed,Bank Transfer,Express
997,155,2024-08-09,Processing,Bank Transfer,Standard
998,58,2025-01-18,Returned,M-Pesa,Standard
999,48,2025-03-30,Processing,M-Pesa,Express
1000,257,2024-06-06,Completed,Bank Transfer,Express
1001,269,2024-11-13,Returned,Bank Transfer,Standard
1002,51,2025-06-12,Cancelled,Card,Standard
1003,19,2025-04-15,Shipped,M-Pesa,Standard
1004,160,2024-02-15,Cancelled,M-Pesa,Express
1005,240,2024-02-17,Completed,Bank Transfer,Standard
1006,296,2024-11-15,Cancelled,Card,Express
1007,103,2024-07-16,Completed,Bank Transfer,Pickup
1008,164,2025-03-27,Cancelled,M-Pesa,Express
1009,77,2024-06-10,Completed,M-Pesa,Standard
1010,287,2025-06-10,Completed,Card,Pickup
1011,180,2025-07-16,Completed,Bank Transfer,Standard
1012,146,2025-08-10,Completed,Card,Standard
1013,160,2025-09-19,Completed,Cash,Standard
1014,67,2024-01-30,Shipped,M-Pesa,Standard
1015,197,2024-02-25,Completed,Cash,Express
1016,92,2025-12-22,Processing,Cash,Pickup
1017,183,2024-11-15,Completed,Card,Pickup
1018,274,2024-03-21,Returned,Cash,Pickup
1019,68,2024-04-05,Returned,Cash,Standard
1020,234,2024-11-13,Cancelled,Cash,Express
1021,119,2024-08-17,Completed,Bank Transfer,Express
1022,201,2024-07-06,Cancelled,Bank Transfer,Express
1023,233,2025-05-14,Completed,M-Pesa,Express
1024,58,2024-12-25,Shipped,Cash,Standard
1025,145,2024-12-22,Processing,Card,Pickup
1026,53,2025-02-19,Returned,M-Pesa,Express
1027,285,2025-10-27,Completed,Bank Transfer,Pickup
1028,237,2025-02-14,Processing,Cash,Standard
1029,125,2025-07-15,Completed,Cash,Express
1030,34,2024-12-14,Completed,Cash,Express
1031,291,2024-12-16,Processing,Card,Standard
1032,40,2025-12-29,Processing,Cash,Standard
1033,238,2024-11-29,Processing,M-Pesa,Express
1034,91,2024-11-11,Shipped,M-Pesa,Pickup
1035,56,2025-12-02,Returned,Cash,Express
1036,254,2025-10-22,Cancelled,M-Pesa,Standard
1037,112,2024-05-22,Processing,M-Pesa,Standard
1038,77,2025-04-08,Processing,Bank Transfer,Express
1039,296,2025-04-02,Completed,Card,Pickup
1040,163,2024-11-02,Processing,Bank Transfer,Express
1041,177,2024-04-01,Processing,M-Pesa,Pickup
1042,262,2025-02-17,Returned,Card,Express
1043,32,2025-01-13,Processing,M-Pesa,Standard
1044,287,2025-01-02,Completed,Bank Transfer,Standard
1045,121,2025-03-18,Cancelled,Cash,Pickup
1046,163,2025-12-29,Shipped,Cash,Express
1047,223,2025-07-12,Completed,Card,Express
1048,72,2024-07-11,Processing,Cash,Express
1049,214,2024-06-06,Completed,Card,Standard
1050,6,2024-03-14,Cancelled,M-Pesa,Standard
1051,250,2025-11-04,Shipped,Card,Standard
1052,71,2025-10-19,Returned,Cash,Express
1053,218,2025-09-30,Completed,Cash,Pickup
1054,218,2025-07-19,Returned,Cash,Express
1055,182,2024-08-19,Completed,Cash,Pickup
1056,4,2025-08-14,Shipped,Card,Pickup
1057,257,2024-10-02,Shipped,Bank Transfer,Standard
1058,20,2025-08-04,Shipped,Bank Transfer,Standard
1059,298,2025-05-08,Cancelled,M-Pesa,Standard
1060,270,2024-10-13,Shipped,M-Pesa,Pickup
1061,46,2024-09-08,Shipped,M-Pesa,Pickup
1062,277,2025-08-16,Completed,M-Pesa,Express
1063,274,2024-01-12,Shipped,Cash,Pickup
1064,241,2025-08-10,Cancelled,Bank Transfer,Express
1065,181,2024-10-28,Completed,Card,Standard
1066,156,2025-07-31,Completed,M-Pesa,Pickup
1067,243,2025-08-15,Completed,M-Pesa,Pickup
1068,150,2025-10-01,Completed,Bank Transfer,Express
1069,43,2024-05-09,Processing,M-Pesa,Express
1070,130,2024-05-15,Processing,Bank Transfer,Express
1071,132,2024-01-15,Cancelled,M-Pesa,Pickup
1072,90,2025-08-28,Cancelled,Card,Pickup
1073,229,2025-01-13,Returned,Card,Express
1074,121,2025-05-11,Completed,M-Pesa,Express
1075,44,2024-05-28,Processing,Card,Express
1076,212,2025-01-27,Completed,Cash,Pickup
1077,86,2024-08-03,Processing,Bank Transfer,Standard
1078,136,2024-04-28,Completed,Card,Express
1079,205,2025-05-02,Completed,Cash,Pickup
1080,273,2024-08-27,Shipped,Cash,Express
1081,135,2024-05-28,Processing,Cash,Standard
1082,148,2025-04-04,Shipped,Bank Transfer,Pickup
1083,22,2024-04-09,Processing,Bank Transfer,Express
1084,140,2024-12-09,Completed,Bank Transfer,Standard
1085,131,2025-11-01,Processing,Cash,Express
1086,124,2025-11-19,Processing,Card,Pickup
1087,173,2025-11-24,Cancelled,Card,Express
1088,281,2024-01-11,Cancelled,M-Pesa,Standard
1089,7,2025-02-25,Completed,M-Pesa,Pickup
1090,229,2024-12-25,Completed,Bank Transfer,Express
1091,99,2024-02-04,Completed,M-Pesa,Standard
1092,112,2025-09-05,Cancelled,M-Pesa,Pickup
1093,62,2024-03-29,Returned,Card,Express
1094,290,2024-07-08,Completed,Card,Express
1095,151,2025-04-23,Cancelled,M-Pesa,Pickup
1096,233,2024-10-10,Returned,Cash,Pickup
1097,166,2024-09-20,Completed,M-Pesa,Express
1098,32,2025-01-26,Shipped,Bank Transfer,Standard
1099,133,2024-09-28,Completed,Cash,Standard
1100,252,2024-07-24,Processing,Cash,Standard
1101,252,2024-04-21,Completed,Cash,Standard
1102,55,2025-03-28,Cancelled,Bank Transfer,Standard
1103,18,2024-03-15,Completed,Bank Transfer,Express
1104,10,2025-05-24,Completed,M-Pesa,Standard
1105,200,2024-09-29,Completed,Bank Transfer,Express
1106,295,2024-01-04,Processing,Cash,Express
1107,224,2025-02-17,Returned,M-Pesa,Pickup
1108,116,2024-01-04,Shipped,Cash,Standard
1109,291,2025-07-02,Completed,Bank Transfer,Pickup
1110,156,2025-02-14,Completed,M-Pesa,Express
1111,274,2024-12-14,Completed,Cash,Express
1112,104,2024-06-29,Processing,M-Pesa,Express
1113,98,2024-11-02,Cancelled,Cash,Standard
